;ID,ID_F,NAME_F,LF,WF,ZPjy,ZPerg
172,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
173,10,IRAC1,3.5,0.68,277.22,6.755e-12
173,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
173,12,IRAC3,5.6,1.3,113.85,1.078e-12
173,13,IRAC4,8.5,2.5,62.0,3.227e-13
173,14,MIPS1,23.2,5.2,7.07,3.936e-15
173,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
174,10,IRAC1,3.5,0.68,277.22,6.755e-12
174,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
174,12,IRAC3,5.6,1.3,113.85,1.078e-12
174,13,IRAC4,8.5,2.5,62.0,3.227e-13
174,14,MIPS1,23.2,5.2,7.07,3.936e-15
174,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
101,10,IRAC1,3.5,0.68,277.22,6.755e-12
101,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
101,12,IRAC3,5.6,1.3,113.85,1.078e-12
101,13,IRAC4,8.5,2.5,62.0,3.227e-13
101,14,MIPS1,23.2,5.2,7.07,3.936e-15
101,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
101,16,MIPS3,152.6,35.75,0.16,2.0330000000000003e-18
165,10,IRAC1,3.5,0.68,277.22,6.755e-12
165,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
165,12,IRAC3,5.6,1.3,113.85,1.078e-12
165,13,IRAC4,8.5,2.5,62.0,3.227e-13
180,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
180,13,IRAC4,8.5,2.5,62.0,3.227e-13
180,14,MIPS1,23.2,5.2,7.07,3.936e-15
191,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
191,14,MIPS1,23.2,5.2,7.07,3.936e-15
191,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
191,16,MIPS3,152.6,35.75,0.16,2.0330000000000003e-18
192,14,MIPS1,23.2,5.2,7.07,3.936e-15
192,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
94,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
94,13,IRAC4,8.5,2.5,62.0,3.227e-13
94,14,MIPS1,23.2,5.2,7.07,3.936e-15
93,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
93,13,IRAC4,8.5,2.5,62.0,3.227e-13
93,14,MIPS1,23.2,5.2,7.07,3.936e-15
92,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
92,13,IRAC4,8.5,2.5,62.0,3.227e-13
92,14,MIPS1,23.2,5.2,7.07,3.936e-15
91,10,IRAC1,3.5,0.68,277.22,6.755e-12
91,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
91,12,IRAC3,5.6,1.3,113.85,1.078e-12
91,13,IRAC4,8.5,2.5,62.0,3.227e-13
91,14,MIPS1,23.2,5.2,7.07,3.936e-15
90,10,IRAC1,3.5,0.68,277.22,6.755e-12
90,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
90,12,IRAC3,5.6,1.3,113.85,1.078e-12
90,13,IRAC4,8.5,2.5,62.0,3.227e-13
90,14,MIPS1,23.2,5.2,7.07,3.936e-15
89,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
89,13,IRAC4,8.5,2.5,62.0,3.227e-13
89,14,MIPS1,23.2,5.2,7.07,3.936e-15
88,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
88,13,IRAC4,8.5,2.5,62.0,3.227e-13
88,14,MIPS1,23.2,5.2,7.07,3.936e-15
86,10,IRAC1,3.5,0.68,277.22,6.755e-12
86,12,IRAC3,5.6,1.3,113.85,1.078e-12
86,14,MIPS1,23.2,5.2,7.07,3.936e-15
86,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
83,10,IRAC1,3.5,0.68,277.22,6.755e-12
83,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
83,12,IRAC3,5.6,1.3,113.85,1.078e-12
83,13,IRAC4,8.5,2.5,62.0,3.227e-13
83,14,MIPS1,23.2,5.2,7.07,3.936e-15
82,10,IRAC1,3.5,0.68,277.22,6.755e-12
82,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
82,12,IRAC3,5.6,1.3,113.85,1.078e-12
82,13,IRAC4,8.5,2.5,62.0,3.227e-13
82,14,MIPS1,23.2,5.2,7.07,3.936e-15
81,10,IRAC1,3.5,0.68,277.22,6.755e-12
81,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
81,12,IRAC3,5.6,1.3,113.85,1.078e-12
81,13,IRAC4,8.5,2.5,62.0,3.227e-13
81,14,MIPS1,23.2,5.2,7.07,3.936e-15
80,10,IRAC1,3.5,0.68,277.22,6.755e-12
80,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
80,12,IRAC3,5.6,1.3,113.85,1.078e-12
80,13,IRAC4,8.5,2.5,62.0,3.227e-13
80,14,MIPS1,23.2,5.2,7.07,3.936e-15
79,10,IRAC1,3.5,0.68,277.22,6.755e-12
79,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
79,13,IRAC4,8.5,2.5,62.0,3.227e-13
79,14,MIPS1,23.2,5.2,7.07,3.936e-15
78,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
78,13,IRAC4,8.5,2.5,62.0,3.227e-13
78,14,MIPS1,23.2,5.2,7.07,3.936e-15
70,10,IRAC1,3.5,0.68,277.22,6.755e-12
70,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
70,12,IRAC3,5.6,1.3,113.85,1.078e-12
70,13,IRAC4,8.5,2.5,62.0,3.227e-13
70,14,MIPS1,23.2,5.2,7.07,3.936e-15
66,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
66,13,IRAC4,8.5,2.5,62.0,3.227e-13
66,14,MIPS1,23.2,5.2,7.07,3.936e-15
66,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
65,10,IRAC1,3.5,0.68,277.22,6.755e-12
65,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
65,12,IRAC3,5.6,1.3,113.85,1.078e-12
65,13,IRAC4,8.5,2.5,62.0,3.227e-13
65,14,MIPS1,23.2,5.2,7.07,3.936e-15
57,10,IRAC1,3.5,0.68,277.22,6.755e-12
57,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
57,12,IRAC3,5.6,1.3,113.85,1.078e-12
57,13,IRAC4,8.5,2.5,62.0,3.227e-13
57,14,MIPS1,23.2,5.2,7.07,3.936e-15
56,10,IRAC1,3.5,0.68,277.22,6.755e-12
56,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
56,12,IRAC3,5.6,1.3,113.85,1.078e-12
56,13,IRAC4,8.5,2.5,62.0,3.227e-13
56,14,MIPS1,23.2,5.2,7.07,3.936e-15
55,10,IRAC1,3.5,0.68,277.22,6.755e-12
55,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
55,12,IRAC3,5.6,1.3,113.85,1.078e-12
55,13,IRAC4,8.5,2.5,62.0,3.227e-13
55,14,MIPS1,23.2,5.2,7.07,3.936e-15
54,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
54,12,IRAC3,5.6,1.3,113.85,1.078e-12
54,13,IRAC4,8.5,2.5,62.0,3.227e-13
54,14,MIPS1,23.2,5.2,7.07,3.936e-15
53,10,IRAC1,3.5,0.68,277.22,6.755e-12
53,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
53,12,IRAC3,5.6,1.3,113.85,1.078e-12
53,13,IRAC4,8.5,2.5,62.0,3.227e-13
53,14,MIPS1,23.2,5.2,7.07,3.936e-15
52,10,IRAC1,3.5,0.68,277.22,6.755e-12
52,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
52,12,IRAC3,5.6,1.3,113.85,1.078e-12
52,13,IRAC4,8.5,2.5,62.0,3.227e-13
52,14,MIPS1,23.2,5.2,7.07,3.936e-15
44,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
44,13,IRAC4,8.5,2.5,62.0,3.227e-13
44,14,MIPS1,23.2,5.2,7.07,3.936e-15
193,10,IRAC1,3.5,0.68,277.22,6.755e-12
193,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
193,12,IRAC3,5.6,1.3,113.85,1.078e-12
193,13,IRAC4,8.5,2.5,62.0,3.227e-13
193,14,MIPS1,23.2,5.2,7.07,3.936e-15
194,10,IRAC1,3.5,0.68,277.22,6.755e-12
194,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
194,12,IRAC3,5.6,1.3,113.85,1.078e-12
194,13,IRAC4,8.5,2.5,62.0,3.227e-13
194,14,MIPS1,23.2,5.2,7.07,3.936e-15
194,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
195,10,IRAC1,3.5,0.68,277.22,6.755e-12
195,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
195,12,IRAC3,5.6,1.3,113.85,1.078e-12
195,13,IRAC4,8.5,2.5,62.0,3.227e-13
195,14,MIPS1,23.2,5.2,7.07,3.936e-15
195,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
195,16,MIPS3,152.6,35.75,0.16,2.0330000000000003e-18
198,10,IRAC1,3.5,0.68,277.22,6.755e-12
198,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
198,12,IRAC3,5.6,1.3,113.85,1.078e-12
198,13,IRAC4,8.5,2.5,62.0,3.227e-13
199,10,IRAC1,3.5,0.68,277.22,6.755e-12
199,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
199,12,IRAC3,5.6,1.3,113.85,1.078e-12
199,13,IRAC4,8.5,2.5,62.0,3.227e-13
199,14,MIPS1,23.2,5.2,7.07,3.936e-15
200,10,IRAC1,3.5,0.68,277.22,6.755e-12
200,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
200,12,IRAC3,5.6,1.3,113.85,1.078e-12
200,13,IRAC4,8.5,2.5,62.0,3.227e-13
201,10,IRAC1,3.5,0.68,277.22,6.755e-12
201,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
201,12,IRAC3,5.6,1.3,113.85,1.078e-12
201,13,IRAC4,8.5,2.5,62.0,3.227e-13
202,10,IRAC1,3.5,0.68,277.22,6.755e-12
202,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
202,12,IRAC3,5.6,1.3,113.85,1.078e-12
202,13,IRAC4,8.5,2.5,62.0,3.227e-13
202,14,MIPS1,23.2,5.2,7.07,3.936e-15
202,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
203,10,IRAC1,3.5,0.68,277.22,6.755e-12
203,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
203,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
205,10,IRAC1,3.5,0.68,277.22,6.755e-12
205,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
205,12,IRAC3,5.6,1.3,113.85,1.078e-12
205,13,IRAC4,8.5,2.5,62.0,3.227e-13
205,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
196,10,IRAC1,3.5,0.68,277.22,6.755e-12
196,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
196,12,IRAC3,5.6,1.3,113.85,1.078e-12
196,13,IRAC4,8.5,2.5,62.0,3.227e-13
196,14,MIPS1,23.2,5.2,7.07,3.936e-15
196,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
300,10,IRAC1,3.5,0.68,277.22,6.755e-12
300,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
300,12,IRAC3,5.6,1.3,113.85,1.078e-12
300,13,IRAC4,8.5,2.5,62.0,3.227e-13
300,14,MIPS1,23.2,5.2,7.07,3.936e-15
301,10,IRAC1,3.5,0.68,277.22,6.755e-12
301,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
301,12,IRAC3,5.6,1.3,113.85,1.078e-12
301,13,IRAC4,8.5,2.5,62.0,3.227e-13
301,14,MIPS1,23.2,5.2,7.07,3.936e-15
313,10,IRAC1,3.5,0.68,277.22,6.755e-12
313,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
313,12,IRAC3,5.6,1.3,113.85,1.078e-12
313,13,IRAC4,8.5,2.5,62.0,3.227e-13
313,14,MIPS1,23.2,5.2,7.07,3.936e-15
313,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
313,16,MIPS3,152.6,35.75,0.16,2.0330000000000003e-18
314,10,IRAC1,3.5,0.68,277.22,6.755e-12
314,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
314,12,IRAC3,5.6,1.3,113.85,1.078e-12
314,13,IRAC4,8.5,2.5,62.0,3.227e-13
314,14,MIPS1,23.2,5.2,7.07,3.936e-15
314,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
315,10,IRAC1,3.5,0.68,277.22,6.755e-12
315,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
315,12,IRAC3,5.6,1.3,113.85,1.078e-12
315,13,IRAC4,8.5,2.5,62.0,3.227e-13
315,14,MIPS1,23.2,5.2,7.07,3.936e-15
316,10,IRAC1,3.5,0.68,277.22,6.755e-12
316,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
316,12,IRAC3,5.6,1.3,113.85,1.078e-12
316,13,IRAC4,8.5,2.5,62.0,3.227e-13
316,14,MIPS1,23.2,5.2,7.07,3.936e-15
316,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
317,10,IRAC1,3.5,0.68,277.22,6.755e-12
317,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
317,12,IRAC3,5.6,1.3,113.85,1.078e-12
317,13,IRAC4,8.5,2.5,62.0,3.227e-13
317,14,MIPS1,23.2,5.2,7.07,3.936e-15
96,10,IRAC1,3.5,0.68,277.22,6.755e-12
96,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
96,12,IRAC3,5.6,1.3,113.85,1.078e-12
96,13,IRAC4,8.5,2.5,62.0,3.227e-13
96,14,MIPS1,23.2,5.2,7.07,3.936e-15
96,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
208,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
319,10,IRAC1,3.5,0.68,277.22,6.755e-12
319,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
319,12,IRAC3,5.6,1.3,113.85,1.078e-12
319,13,IRAC4,8.5,2.5,62.0,3.227e-13
319,14,MIPS1,23.2,5.2,7.07,3.936e-15
319,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
320,10,IRAC1,3.5,0.68,277.22,6.755e-12
320,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
320,12,IRAC3,5.6,1.3,113.85,1.078e-12
320,13,IRAC4,8.5,2.5,62.0,3.227e-13
320,14,MIPS1,23.2,5.2,7.07,3.936e-15
321,10,IRAC1,3.5,0.68,277.22,6.755e-12
321,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
321,12,IRAC3,5.6,1.3,113.85,1.078e-12
321,13,IRAC4,8.5,2.5,62.0,3.227e-13
321,14,MIPS1,23.2,5.2,7.07,3.936e-15
322,10,IRAC1,3.5,0.68,277.22,6.755e-12
322,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
322,12,IRAC3,5.6,1.3,113.85,1.078e-12
322,13,IRAC4,8.5,2.5,62.0,3.227e-13
322,14,MIPS1,23.2,5.2,7.07,3.936e-15
323,10,IRAC1,3.5,0.68,277.22,6.755e-12
323,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
323,12,IRAC3,5.6,1.3,113.85,1.078e-12
323,13,IRAC4,8.5,2.5,62.0,3.227e-13
323,14,MIPS1,23.2,5.2,7.07,3.936e-15
324,10,IRAC1,3.5,0.68,277.22,6.755e-12
324,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
324,12,IRAC3,5.6,1.3,113.85,1.078e-12
324,13,IRAC4,8.5,2.5,62.0,3.227e-13
324,14,MIPS1,23.2,5.2,7.07,3.936e-15
325,10,IRAC1,3.5,0.68,277.22,6.755e-12
325,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
325,12,IRAC3,5.6,1.3,113.85,1.078e-12
325,13,IRAC4,8.5,2.5,62.0,3.227e-13
325,14,MIPS1,23.2,5.2,7.07,3.936e-15
327,10,IRAC1,3.5,0.68,277.22,6.755e-12
327,11,IRAC2,4.5,0.86,179.04,2.7269999999999996e-12
327,12,IRAC3,5.6,1.3,113.85,1.078e-12
327,13,IRAC4,8.5,2.5,62.0,3.227e-13
327,14,MIPS1,23.2,5.2,7.07,3.936e-15
327,15,MIPS2,68.44,21.3,0.77,4.9270000000000004e-17
3,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
3,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
3,19,PACS160,153.9,69.8,0.14,1.816e-18
35,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
35,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
35,19,PACS160,153.9,69.8,0.14,1.816e-18
35,20,SPIRE250,242.3,67.6,0.06,3.088e-19
35,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
35,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
97,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
97,19,PACS160,153.9,69.8,0.14,1.816e-18
97,20,SPIRE250,242.3,67.6,0.06,3.088e-19
97,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
97,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
0,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
0,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
0,19,PACS160,153.9,69.8,0.14,1.816e-18
0,20,SPIRE250,242.3,67.6,0.06,3.088e-19
0,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
0,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
1,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
1,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
1,19,PACS160,153.9,69.8,0.14,1.816e-18
1,20,SPIRE250,242.3,67.6,0.06,3.088e-19
1,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
1,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
2,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
2,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
2,19,PACS160,153.9,69.8,0.14,1.816e-18
2,20,SPIRE250,242.3,67.6,0.06,3.088e-19
2,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
2,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
4,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
4,19,PACS160,153.9,69.8,0.14,1.816e-18
4,20,SPIRE250,242.3,67.6,0.06,3.088e-19
5,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
5,19,PACS160,153.9,69.8,0.14,1.816e-18
5,20,SPIRE250,242.3,67.6,0.06,3.088e-19
5,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
6,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
6,19,PACS160,153.9,69.8,0.14,1.816e-18
6,20,SPIRE250,242.3,67.6,0.06,3.088e-19
7,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
7,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
7,19,PACS160,153.9,69.8,0.14,1.816e-18
7,20,SPIRE250,242.3,67.6,0.06,3.088e-19
7,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
7,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
8,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
8,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
8,19,PACS160,153.9,69.8,0.14,1.816e-18
8,20,SPIRE250,242.3,67.6,0.06,3.088e-19
8,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
8,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
9,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
9,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
9,19,PACS160,153.9,69.8,0.14,1.816e-18
9,20,SPIRE250,242.3,67.6,0.06,3.088e-19
9,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
9,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
10,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
10,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
10,19,PACS160,153.9,69.8,0.14,1.816e-18
11,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
11,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
11,19,PACS160,153.9,69.8,0.14,1.816e-18
11,20,SPIRE250,242.3,67.6,0.06,3.088e-19
11,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
11,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
12,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
12,19,PACS160,153.9,69.8,0.14,1.816e-18
12,20,SPIRE250,242.3,67.6,0.06,3.088e-19
12,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
12,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
13,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
13,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
13,19,PACS160,153.9,69.8,0.14,1.816e-18
14,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
14,19,PACS160,153.9,69.8,0.14,1.816e-18
14,20,SPIRE250,242.3,67.6,0.06,3.088e-19
14,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
15,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
15,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
15,19,PACS160,153.9,69.8,0.14,1.816e-18
15,20,SPIRE250,242.3,67.6,0.06,3.088e-19
15,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
16,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
16,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
16,19,PACS160,153.9,69.8,0.14,1.816e-18
16,20,SPIRE250,242.3,67.6,0.06,3.088e-19
16,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
16,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
17,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
17,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
17,19,PACS160,153.9,69.8,0.14,1.816e-18
17,20,SPIRE250,242.3,67.6,0.06,3.088e-19
18,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
18,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
18,19,PACS160,153.9,69.8,0.14,1.816e-18
18,20,SPIRE250,242.3,67.6,0.06,3.088e-19
18,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
19,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
19,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
19,19,PACS160,153.9,69.8,0.14,1.816e-18
19,20,SPIRE250,242.3,67.6,0.06,3.088e-19
20,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
20,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
20,19,PACS160,153.9,69.8,0.14,1.816e-18
20,20,SPIRE250,242.3,67.6,0.06,3.088e-19
20,21,SPIRE350,340.9,95.7,0.03,7.815000000000001e-20
20,22,SPIRE500,482.3,185.6,0.01,1.8230000000000003e-20
21,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
21,18,PACS100,97.9,31.29,0.38,1.1830000000000001e-17
21,20,SPIRE250,242.3,67.6,0.06,3.088e-19
22,17,PACS70,68.9,21.41,0.78,4.8909999999999996e-17
